Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        2432 number of functions
        2432 number of names

    ordinal hint RVA      name

           2117  83C 0009D830 ZwReadVirtualMemory
           2118  83D 0009FD80 ZwRecoverEnlistment
           2119  83E 0009FDA0 ZwRecoverResourceManager
           2120  83F 0009FDC0 ZwRecoverTransactionManager
           2121  840 0009FDE0 ZwRegisterProtocolAddressInformation
           2122  841 0009FE00 ZwRegisterThreadTerminatePort
           2123  842 0009FE20 ZwReleaseKeyedEvent
           2124  843 0009D450 ZwReleaseMutant
           2125  844 0009D190 ZwReleaseSemaphore
           2126  845 0009FE40 ZwReleaseWorkerFactoryWorker
           2127  846 0009D170 ZwRemoveIoCompletion
           2128  847 0009FE60 ZwRemoveIoCompletionEx
           2129  848 0009FE80 ZwRemoveProcessDebug
           2130  849 0009FEA0 ZwRenameKey
           2131  84A 0009FEC0 ZwRenameTransactionManager
           2132  84B 0009FEE0 ZwReplaceKey
           2133  84C 0009FF00 ZwReplacePartitionUnit
           2134  84D 0009D1D0 ZwReplyPort
           2135  84E 0009D1B0 ZwReplyWaitReceivePort
           2136  84F 0009D5B0 ZwReplyWaitReceivePortEx
           2137  850 0009FF20 ZwReplyWaitReplyPort
           2138  851 0009FF40 ZwRequestPort
           2139  852 0009D490 ZwRequestWaitReplyPort
           2140  853 0009FF60 ZwResetEvent
           2141  854 0009FF80 ZwResetWriteWatch
           2142  855 0009FFA0 ZwRestoreKey
           2143  856 0009FFC0 ZwResumeProcess
           2144  857 0009DA90 ZwResumeThread
           2145  858 0009FFE0 ZwRevertContainerImpersonation
           2146  859 000A0000 ZwRollbackComplete
           2147  85A 000A0020 ZwRollbackEnlistment
           2148  85B 000A0040 ZwRollbackRegistryTransaction
           2149  85C 000A0060 ZwRollbackTransaction
           2150  85D 000A0080 ZwRollforwardTransactionManager
           2151  85E 000A00A0 ZwSaveKey
           2152  85F 000A00C0 ZwSaveKeyEx
           2153  860 000A00E0 ZwSaveMergedKeys
           2154  861 000A0100 ZwSecureConnectPort
           2155  862 000A0120 ZwSerializeBoot
           2156  863 000A0140 ZwSetBootEntryOrder
           2157  864 000A0160 ZwSetBootOptions
           2158  865 000A0180 ZwSetCachedSigningLevel
           2159  866 000A01A0 ZwSetCachedSigningLevel2
           2160  867 000A01C0 ZwSetContextThread
           2161  868 000A01E0 ZwSetDebugFilterState
           2162  869 000A0200 ZwSetDefaultHardErrorPort
           2163  86A 000A0220 ZwSetDefaultLocale
           2164  86B 000A0240 ZwSetDefaultUILanguage
           2165  86C 000A0260 ZwSetDriverEntryOrder
           2166  86D 000A0280 ZwSetEaFile
           2167  86E 0009D210 ZwSetEvent
           2168  86F 0009D5F0 ZwSetEventBoostPriority
           2169  870 000A02A0 ZwSetHighEventPair
           2170  871 000A02C0 ZwSetHighWaitLowEventPair
           2171  872 000A02E0 ZwSetIRTimer
           2172  873 000A0300 ZwSetInformationDebugObject
           2173  874 000A0320 ZwSetInformationEnlistment
           2174  875 0009D530 ZwSetInformationFile
           2175  876 000A0340 ZwSetInformationJobObject
           2176  877 000A0360 ZwSetInformationKey
           2177  878 0009DBC0 ZwSetInformationObject
           2178  879 0009D3D0 ZwSetInformationProcess
           2179  87A 000A0380 ZwSetInformationResourceManager
           2180  87B 000A03A0 ZwSetInformationSymbolicLink
           2181  87C 0009D1F0 ZwSetInformationThread
           2182  87D 000A03C0 ZwSetInformationToken
           2183  87E 000A03E0 ZwSetInformationTransaction
           2184  87F 000A0400 ZwSetInformationTransactionManager
           2185  880 000A0420 ZwSetInformationVirtualMemory
           2186  881 000A0440 ZwSetInformationWorkerFactory
           2187  882 000A0460 ZwSetIntervalProfile
           2188  883 000A0480 ZwSetIoCompletion
           2189  884 000A04A0 ZwSetIoCompletionEx
           2190  885 000A04C0 ZwSetLdtEntries
           2191  886 000A04E0 ZwSetLowEventPair
           2192  887 000A0500 ZwSetLowWaitHighEventPair
           2193  888 000A0520 ZwSetQuotaInformationFile
           2194  889 000A0540 ZwSetSecurityObject
           2195  88A 000A0560 ZwSetSystemEnvironmentValue
           2196  88B 000A0580 ZwSetSystemEnvironmentValueEx
           2197  88C 000A05A0 ZwSetSystemInformation
           2198  88D 000A05C0 ZwSetSystemPowerState
           2199  88E 000A05E0 ZwSetSystemTime
           2200  88F 000A0600 ZwSetThreadExecutionState
           2201  890 0009DC80 ZwSetTimer
           2202  891 000A0620 ZwSetTimer2
           2203  892 000A0640 ZwSetTimerEx
           2204  893 000A0660 ZwSetTimerResolution
           2205  894 000A0680 ZwSetUuidSeed
           2206  895 0009DC40 ZwSetValueKey
           2207  896 000A06A0 ZwSetVolumeInformationFile
           2208  897 000A06C0 ZwSetWnfProcessNotificationEvent
           2209  898 000A06E0 ZwShutdownSystem
           2210  899 000A0700 ZwShutdownWorkerFactory
           2211  89A 000A0720 ZwSignalAndWaitForSingleObject
           2212  89B 000A0740 ZwSinglePhaseReject
           2213  89C 000A0760 ZwStartProfile
           2214  89D 000A0780 ZwStopProfile
           2215  89E 000A07A0 ZwSubscribeWnfStateChange
           2216  89F 000A07C0 ZwSuspendProcess
           2217  8A0 000A07E0 ZwSuspendThread
           2218  8A1 000A0800 ZwSystemDebugControl
           2219  8A2 000A0820 ZwTerminateEnclave
           2220  8A3 000A0840 ZwTerminateJobObject
           2221  8A4 0009D5D0 ZwTerminateProcess
           2222  8A5 0009DAB0 ZwTerminateThread
           2223  8A6 000A0860 ZwTestAlert
           2224  8A7 000A0880 ZwThawRegistry
           2225  8A8 000A08A0 ZwThawTransactions
           2226  8A9 000A08C0 ZwTraceControl
           2227  8AA 0009DC00 ZwTraceEvent
           2228  8AB 000A08E0 ZwTranslateFilePath
           2229  8AC 000A0900 ZwUmsThreadYield
           2230  8AD 000A0920 ZwUnloadDriver
           2231  8AE 000A0940 ZwUnloadKey
           2232  8AF 000A0960 ZwUnloadKey2
           2233  8B0 000A0980 ZwUnloadKeyEx
           2234  8B1 000A09A0 ZwUnlockFile
           2235  8B2 000A09C0 ZwUnlockVirtualMemory
           2236  8B3 0009D590 ZwUnmapViewOfSection
           2237  8B4 000A09E0 ZwUnmapViewOfSectionEx
           2238  8B5 000A0A00 ZwUnsubscribeWnfStateChange
           2239  8B6 000A0A20 ZwUpdateWnfStateData
           2240  8B7 000A0A40 ZwVdmControl
           2241  8B8 000A0A60 ZwWaitForAlertByThreadId
           2242  8B9 000A0A80 ZwWaitForDebugEvent
           2243  8BA 000A0AA0 ZwWaitForKeyedEvent
           2244  8BB 0009DBA0 ZwWaitForMultipleObjects
           2245  8BC 0009D390 ZwWaitForMultipleObjects32
           2246  8BD 0009D0D0 ZwWaitForSingleObject
           2247  8BE 000A0AC0 ZwWaitForWorkViaWorkerFactory
           2248  8BF 000A0AE0 ZwWaitHighEventPair
           2249  8C0 000A0B00 ZwWaitLowEventPair
           2250  8C1 0009D070 ZwWorkerFactoryWorkerReady
           2251  8C2 0009D150 ZwWriteFile
           2252  8C3 0009D3B0 ZwWriteFileGather
           2253  8C4 0009DB30 ZwWriteRequestData
           2254  8C5 0009D790 ZwWriteVirtualMemory
           2255  8C6 0009D910 ZwYieldExecution
           2256  8C7 0008C7E0 __C_specific_handler
           2257  8C8 000A22C0 __chkstk
           2258  8C9 0008C9B0 __isascii
           2259  8CA 0008C9D0 __iscsym
           2260  8CB 0008CA10 __iscsymf
           2261  8CC 0007FFD0 __misaligned_access
           2262  8CD 0008CA50 __toascii
           2263  8CE 0008CC70 _atoi64
           2264  8CF 00085410 _errno
           2265  8D0 00166AC0 _fltused
           2266  8D1 0008CCE0 _i64toa
           2267  8D2 00096370 _i64toa_s
           2268  8D3 0008CE80 _i64tow
           2269  8D4 00096670 _i64tow_s
           2270  8D5 0008CD20 _itoa
           2271  8D6 000963A0 _itoa_s
           2272  8D7 0008CEC0 _itow
           2273  8D8 000966A0 _itow_s
           2274  8D9 0008D060 _lfind
           2275  8DA 0008D110 _local_unwind
           2276  8DB 0008CD20 _ltoa
           2277  8DC 000963A0 _ltoa_s
           2278  8DD 0008CEC0 _ltow
           2279  8DE 000966A0 _ltow_s
           2280  8DF 00096990 _makepath_s
           2281  8E0 0008D140 _memccpy
           2282  8E1 0008D1E0 _memicmp
           2283  8E2 000A3000 _setjmp
           2284  8E3 000A30C0 _setjmpex
           2285  8E4 0008D200 _snprintf
           2286  8E5 00096AE0 _snprintf_s
           2287  8E6 00096BB0 _snscanf_s
           2288  8E7 0008D2B0 _snwprintf
           2289  8E8 00096BF0 _snwprintf_s
           2290  8E9 00096CD0 _snwscanf_s
           2291  8EA 0008D390 _splitpath
           2292  8EB 00096D10 _splitpath_s
           2293  8EC 0008D6F0 _strcmpi
           2294  8ED 0008D6F0 _stricmp
           2295  8EE 0008D710 _strlwr
           2296  8EF 0008D740 _strlwr_s
           2297  8F0 0008D810 _strnicmp
           2298  8F1 00096FB0 _strnset_s
           2299  8F2 00097040 _strset_s
           2300  8F3 0008D830 _strupr
           2301  8F4 0008D880 _strupr_s
           2302  8F5 0008D8F0 _swprintf
           2303  8F6 0008CD50 _ui64toa
           2304  8F7 000963D0 _ui64toa_s
           2305  8F8 0008CEF0 _ui64tow
           2306  8F9 000966D0 _ui64tow_s
           2307  8FA 0008CD70 _ultoa
           2308  8FB 000963F0 _ultoa_s
           2309  8FC 0008CF10 _ultow
           2310  8FD 000966F0 _ultow_s
           2311  8FE 0008D9B0 _vscprintf
           2312  8FF 0008DAC0 _vscwprintf
           2313  900 0008DBA0 _vsnprintf
           2314  901 00096B10 _vsnprintf_s
           2315  902 0008DC70 _vsnwprintf
           2316  903 00096C20 _vsnwprintf_s
           2317  904 0008DAE0 _vswprintf
           2318  905 0008DD70 _wcsicmp
           2319  906 0008DDD0 _wcslwr
           2320  907 0008DE30 _wcslwr_s
           2321  908 0008DEB0 _wcsnicmp
           2322  909 0008DF20 _wcsnset_s
           2323  90A 0008DFB0 _wcsset_s
           2324  90B 0008E010 _wcstoi64
           2325  90C 0008E040 _wcstoui64
           2326  90D 0008E2E0 _wcsupr
           2327  90E 0008E320 _wcsupr_s
           2328  90F 000970A0 _wmakepath_s
           2329  910 00097220 _wsplitpath_s
           2330  911 0008E3A0 _wtoi
           2331  912 0008E3D0 _wtoi64
           2332  913 0008E3F0 _wtol
           2333  914 0008E410 abs
           2334  915 0008E420 atan
           2335  916 0008E680 atan2
           2336  917 0008CC90 atoi
           2337  918 0008CCC0 atol
           2338  919 0008EDC0 bsearch
           2339  91A 0008EEC0 bsearch_s
           2340  91B 0008EFD0 ceil
           2341  91C 0008F0F0 cos
           2342  91D 0008F9D0 fabs
           2343  91E 0008FAB0 floor
           2344  91F 0008CA60 isalnum
           2345  920 0008CA90 isalpha
           2346  921 0008CAC0 iscntrl
           2347  922 0008CAF0 isdigit
           2348  923 0008CB20 isgraph
           2349  924 0008CB50 islower
           2350  925 0008CB80 isprint
           2351  926 0008CBB0 ispunct
           2352  927 0008CBE0 isspace
           2353  928 0008CC10 isupper
           2354  929 0008FBE0 iswalnum
           2355  92A 0008FBF0 iswalpha
           2356  92B 0008FC00 iswascii
           2357  92C 0008FCB0 iswctype
           2358  92D 0008FC20 iswdigit
           2359  92E 0008FC30 iswgraph
           2360  92F 0008FC40 iswlower
           2361  930 0008FC50 iswprint
           2362  931 0008FC60 iswspace
           2363  932 0008FC70 iswxdigit
           2364  933 0008CC40 isxdigit
           2365  934 0008E410 labs
           2366  935 0008FCE0 log
           2367  936 0008FFC0 longjmp
           2368  937 0008FFF0 mbstowcs
           2369  938 000900D0 memchr
           2370  939 00090100 memcmp
           2371  93A 000A3E80 memcpy
           2372  93B 000974E0 memcpy_s
           2373  93C 000A3E80 memmove
           2374  93D 00097580 memmove_s
           2375  93E 000A4140 memset
           2376  93F 000A3160 pow
           2377  940 000901E0 qsort
           2378  941 00090570 qsort_s
           2379  942 0008F510 sin
           2380  943 00090930 sprintf
           2381  944 000975E0 sprintf_s
           2382  945 000909C0 sqrt
           2383  946 00090AD0 sscanf
           2384  947 00097660 sscanf_s
           2385  948 00090BA0 strcat
           2386  949 000976C0 strcat_s
           2387  94A 00090D00 strchr
           2388  94B 00090D40 strcmp
           2389  94C 00090C40 strcpy
           2390  94D 00097760 strcpy_s
           2391  94E 00090E00 strcspn
           2392  94F 00090EC0 strlen
           2393  950 00090F80 strncat
           2394  951 000977F0 strncat_s
           2395  952 00091130 strncmp
           2396  953 00091200 strncpy
           2397  954 00097900 strncpy_s
           2398  955 00091370 strnlen
           2399  956 00091390 strpbrk
           2400  957 00091440 strrchr
           2401  958 00091470 strspn
           2402  959 00091540 strstr
           2403  95A 000979F0 strtok_s
           2404  95B 000917C0 strtol
           2405  95C 00091820 strtoul
           2406  95D 0008D8F0 swprintf
           2407  95E 00097B60 swprintf_s
           2408  95F 00097BF0 swscanf_s
           2409  960 00091860 tan
           2410  961 00091D00 tolower
           2411  962 00091D40 toupper
           2412  963 00091DB0 towlower
           2413  964 00091DE0 towupper
           2414  965 000E0A90 vDbgPrintEx
           2415  966 000E0AC0 vDbgPrintExWithPrefix
           2416  967 0008DAA0 vsprintf
           2417  968 00097610 vsprintf_s
           2418  969 00097B90 vswprintf_s
           2419  96A 00091DF0 wcscat
           2420  96B 00097C50 wcscat_s
           2421  96C 00091E60 wcschr
           2422  96D 00091E90 wcscmp
           2423  96E 00091E30 wcscpy
           2424  96F 00097CF0 wcscpy_s
           2425  970 00091ED0 wcscspn
           2426  971 00091F20 wcslen
           2427  972 00091F40 wcsncat
           2428  973 00097D80 wcsncat_s
           2429  974 00091F90 wcsncmp
           2430  975 00091FD0 wcsncpy
           2431  976 00097EA0 wcsncpy_s
           2432  977 00092020 wcsnlen
           2433  978 00092050 wcspbrk
           2434  979 000920A0 wcsrchr
           2435  97A 000920E0 wcsspn
           2436  97B 00092130 wcsstr
           2437  97C 00097FA0 wcstok_s
           2438  97D 000923C0 wcstol
           2439  97E 00092460 wcstombs
           2440  97F 00092420 wcstoul
